Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url,Price_level,
梅子鰻蒲燒專賣店 Umeko Japanese Unagi Restaurant,10491台灣台北市中山區林森北路107巷8號,4.5,2248,25.0501842,121.5253369,+886 2 2521 2813,星期一: 休息,"星期二: 11:30 – 14:00, 17:30 – 00:00","星期三: 11:30 – 14:00, 17:30 – 00:00","星期四: 11:30 – 14:00, 17:30 – 00:00","星期五: 11:30 – 14:00, 17:30 – 00:00","星期六: 11:30 – 14:00, 17:30 – 00:00","星期日: 11:30 – 14:00, 17:30 – 22:00",TRUE,https://maps.google.com/?cid=11836474011548263307,2,
定食8-南門店,100台灣台北市中正區林森南路142號2樓,4,1896,25.0332444,121.5181789,+886 2 2356 3608,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=6315682316351540976,2,
"J.W. Teres, the Bulgarian Restaurant",10669台灣台北市大安區四維路208巷4號,4.2,89,25.0262748,121.5477114,+886 2 2755 0660,星期一: 18:00 – 22:30,星期二: 18:00 – 22:30,星期三: 18:00 – 22:30,星期四: 18:00 – 22:30,星期五: 18:00 – 22:30,星期六: 18:00 – 22:30,星期日: 休息,TRUE,https://maps.google.com/?cid=17503268957195416087,,
享鮮餐廳(總店),104台灣台北市中山區市民大道三段209號2樓,4.5,403,25.04502,121.5433409,+886 2 8772 7855,"星期一: 11:30 – 14:30, 17:30 – 22:00","星期二: 11:30 – 14:30, 17:30 – 22:00","星期三: 11:30 – 14:30, 17:30 – 22:00","星期四: 11:30 – 14:30, 17:30 – 22:00","星期五: 11:30 – 14:30, 17:30 – 22:00","星期六: 11:30 – 14:30, 17:30 – 22:00","星期日: 11:30 – 14:30, 17:30 – 22:00",TRUE,https://maps.google.com/?cid=6099719781347215051,,
紫艷中餐廳,110台灣台北市信義區忠孝東路五段10號31樓,4.3,1301,25.040598,121.565735,+886 2 7703 8768,"星期一: 06:30 – 10:00, 12:00 – 14:30, 18:00 – 21:30","星期二: 06:30 – 10:00, 12:00 – 14:30, 18:00 – 21:30","星期三: 06:30 – 10:00, 12:00 – 14:30, 18:00 – 21:30","星期四: 06:30 – 10:00, 12:00 – 14:30, 18:00 – 21:30","星期五: 06:30 – 10:00, 12:00 – 14:30, 18:00 – 21:30","星期六: 06:30 – 10:30, 12:00 – 14:30, 18:00 – 21:30","星期日: 06:30 – 10:30, 12:00 – 14:30, 18:00 – 21:30",TRUE,https://maps.google.com/?cid=7783588919071313114,3,
泰集 微風信義店,110台灣台北市信義區忠孝東路五段68號4樓,4.4,2377,25.0405044,121.5668964,+886 2 2722 8618,"星期一: 11:30 – 14:30, 17:30 – 21:30","星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,https://maps.google.com/?cid=5862600344220652152,3,
KiKi餐廳(信義誠品店),110台灣台北市信義區松高路11號誠品生活商場 4樓,4.2,2241,25.039664,121.5657554,+886 2 2722 0388,"星期一: 11:00 – 15:00, 17:15 – 22:00","星期二: 11:00 – 15:00, 17:15 – 22:00","星期三: 11:00 – 15:00, 17:15 – 22:00","星期四: 11:00 – 15:00, 17:15 – 22:00","星期五: 11:00 – 15:00, 17:15 – 23:00","星期六: 11:00 – 15:00, 17:15 – 23:00","星期日: 11:00 – 15:00, 17:15 – 22:00",TRUE,https://maps.google.com/?cid=15238668193543725633,2,
崔妮傑恩 微風信義店,"號4樓, No. 68忠孝東路五段信義區台北市台灣 110",4.1,444,25.040767,121.566845,+886 2 6623 5508,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=9258862127927459762,,
吉豚屋 誠品信義店,"號 B2 樓, No. 11松高路信義區台北市台灣 110",4.7,2439,25.0397198,121.5658738,+886 2 2720 5166,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,https://maps.google.com/?cid=15064248153233481459,,
1010 Hunan Cuisine Eslite Xinyi Restaurant,110台灣台北市信義區松高路11號6樓,4.2,1073,25.0397197,121.5658739,+886 2 2722 0583,"星期一: 11:00 – 15:00, 17:00 – 21:30","星期二: 11:00 – 15:00, 17:00 – 21:30","星期三: 11:00 – 15:00, 17:00 – 21:30","星期四: 11:00 – 15:00, 17:00 – 21:30","星期五: 11:00 – 15:00, 17:00 – 22:00",星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=5388579362581733461,2,
靜園粵菜海鮮餐廳,106台灣台北市信義區松仁路28號,3.9,151,25.0396219,121.567641,+886 2 2705 8068,星期一: 11:20 – 21:30,星期二: 11:20 – 21:30,星期三: 11:20 – 21:30,星期四: 11:20 – 21:30,星期五: 11:20 – 21:30,星期六: 11:20 – 21:30,星期日: 11:20 – 21:30,,https://maps.google.com/?cid=14260527815691031435,,
清真中國牛肉麵食館,110台灣台北市信義區松高路12號新光三越B2,4,513,25.0377275,121.5669572,+886 2 2722 2646,星期一: 11:30 – 21:30,星期二: 11:30 – 21:30,星期三: 11:30 – 21:30,星期四: 11:30 – 21:30,星期五: 11:30 – 22:00,星期六: 11:30 – 21:30,星期日: 11:30 – 21:30,,https://maps.google.com/?cid=11304083719847439761,2,
粵亮廣式料理-台北六福萬怡酒店,115台灣台北市南港區忠孝東路七段359號,4.2,1433,25.0524855,121.6065925,+886 2 6615 6528,"星期一: 11:30 – 14:00, 17:30 – 21:30","星期二: 11:30 – 14:00, 17:30 – 21:30","星期三: 11:30 – 14:00, 17:30 – 21:30","星期四: 11:30 – 14:00, 17:30 – 21:30","星期五: 11:30 – 14:00, 17:30 – 21:30","星期六: 11:30 – 14:00, 17:30 – 21:30","星期日: 11:30 – 14:00, 17:30 – 21:30",,https://maps.google.com/?cid=5304096667606712737,3,
太和殿鴛鴦麻辣火鍋,106台灣台北市大安區信義路四段315號,4.4,4915,25.0332528,121.5560174,+886 2 2705 0909,星期一: 12:00 – 00:00,星期二: 12:00 – 00:00,星期三: 12:00 – 00:00,星期四: 12:00 – 00:00,星期五: 12:00 – 00:00,星期六: 12:00 – 00:00,星期日: 12:00 – 00:00,FALSE,https://maps.google.com/?cid=3547852647789781249,3,
赤門居酒屋,110台灣台北市信義區松隆路８號,4.2,590,25.0431471,121.5665582,+886 2 2767 6817,星期一: 18:00 – 00:00,星期二: 18:00 – 00:00,星期三: 18:00 – 00:00,星期四: 18:00 – 00:00,星期五: 18:00 – 00:00,星期六: 18:00 – 00:00,星期日: 18:00 – 00:00,,https://maps.google.com/?cid=2231209328904500598,2,
Echo Bistro bar & restaurant,234台灣新北市永和區永貞路291號,4.5,297,25.0054399,121.5109041,+886 2 2929 9191,星期一: 18:00 – 02:00,星期二: 18:00 – 02:00,星期三: 18:00 – 02:00,星期四: 18:00 – 02:00,星期五: 18:00 – 02:00,星期六: 18:00 – 02:00,星期日: 18:00 – 02:00,,https://maps.google.com/?cid=16299973350008814880,2,
阿輝牛肉城,231台灣新北市新店區中興路三段225號,4.3,2273,24.9830597,121.5430698,+886 2 8665 0595,星期一: 休息,星期二: 休息,"星期三: 11:30 – 14:00, 17:00 – 22:00","星期四: 11:30 – 14:00, 17:00 – 22:00","星期五: 11:30 – 14:00, 17:00 – 22:00","星期六: 11:30 – 14:00, 17:00 – 22:00","星期日: 11:30 – 14:00, 17:00 – 21:00",FALSE,https://maps.google.com/?cid=17784600101090889227,2,
半島牛肉麵,110台灣台北市信義區忠孝東路五段215巷23號,4.7,6175,25.0419245,121.5702911,+886 2 2767 5085,星期一: 10:30 – 21:30,星期二: 10:30 – 21:30,星期三: 10:30 – 21:30,星期四: 10:30 – 21:30,星期五: 10:30 – 21:30,星期六: 10:30 – 21:30,星期日: 10:30 – 21:30,,https://maps.google.com/?cid=16673720678028578043,2,
Snail 蝸牛義大利餐廳 敦南店,106台灣台北市大安區敦化南路二段81巷49號,4.6,3448,25.030032,121.5506455,+886 2 2709 3536,"星期一: 11:30 – 14:30, 17:30 – 21:30","星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,https://maps.google.com/?cid=14034424167322866372,2,
貓空龍門客棧,116台灣台北市文山區指南路三段38巷22之2號,3.9,2836,24.9672139,121.5868528,+886 2 2939 8865,星期一: 11:00 – 22:00,星期二: 休息,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,https://maps.google.com/?cid=8720050366707161986,2,
H&W Restaurant and Bar,231台灣新北市新店區北新路三段65巷5號,4.3,495,24.9809894,121.5412765,+886 2 8665 4388,星期一: 18:00 – 01:00,星期二: 18:00 – 01:00,星期三: 18:00 – 01:00,星期四: 18:00 – 01:00,星期五: 18:00 – 02:00,星期六: 18:00 – 02:00,星期日: 18:00 – 01:00,FALSE,https://maps.google.com/?cid=7625860551451528881,2,
俄羅斯城堡,106台灣台北市大安區羅斯福路三段333巷14號,4.2,1508,25.017511,121.5325407,+886 2 8369 5899,"星期一: 12:00 – 15:00, 17:00 – 21:30","星期二: 12:00 – 15:00, 17:00 – 21:30","星期三: 12:00 – 15:00, 17:00 – 21:30","星期四: 12:00 – 15:00, 17:00 – 21:30","星期五: 12:00 – 15:00, 17:00 – 21:30","星期六: 12:00 – 15:00, 17:00 – 21:30","星期日: 12:00 – 15:00, 17:00 – 21:30",,https://maps.google.com/?cid=3828072599997231371,2,
首爾之家,100台灣台北市中正區羅斯福路三段244巷10弄14號,4,938,25.0159805,121.5313803,+886 2 2368 1900,星期一: 17:00 – 21:30,星期二: 17:00 – 21:30,星期三: 17:00 – 21:30,星期四: 17:00 – 21:30,星期五: 17:00 – 21:30,"星期六: 11:00 – 14:30, 17:00 – 21:30","星期日: 11:00 – 14:30, 17:00 – 21:30",,https://maps.google.com/?cid=8359772196309480364,2,
Focoso Taipei,106台灣台北市大安區通化街170巷11號,4.5,416,25.028212,121.5527575,+886 2 2732 9022,星期一: 休息,星期二: 休息,星期三: 18:00 – 22:30,星期四: 18:00 – 22:30,星期五: 18:00 – 22:30,星期六: 18:00 – 22:30,星期日: 18:00 – 22:30,TRUE,https://maps.google.com/?cid=17827046822794094103,,
新卡莎素食西餐廳,100台灣台北市中正區羅斯福路四段52巷1號1樓,4.3,504,25.0147648,121.5334323,+886 2 2365 3339,"星期一: 11:30 – 14:30, 17:00 – 21:30",星期二: 休息,"星期三: 11:30 – 14:30, 17:00 – 21:30",星期四: 11:30 – 21:30,星期五: 11:30 – 21:30,星期六: 11:30 – 21:30,星期日: 11:30 – 21:30,TRUE,https://maps.google.com/?cid=8159145809265422594,2,
來賓 印度餐廳和酒吧Atithi Indian Restaurant & Bar,"106台北市大安區和平東路三段34號, Da'an District, Taipei City, 106, 大安區台北市台灣 106",4.9,71,25.0243827,121.5475791,+886 978 322 146,"星期一: 11:30 – 14:30, 17:30 – 21:30","星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",TRUE,https://maps.google.com/?cid=7215584893051731018,,
樂氣串燒居酒屋,106台灣台北市大安區通化街19巷3號,4.8,1315,25.031721,121.554587,+886 2 2700 9425,星期一: 休息,星期二: 17:30 – 00:00,星期三: 17:30 – 00:00,星期四: 17:30 – 00:00,星期五: 17:30 – 01:00,星期六: 17:30 – 01:00,星期日: 17:30 – 00:00,,https://maps.google.com/?cid=16021091069053378696,,
神樂坂割烹Kagurazaka Kappou restaurant - 日本料理餐廳 高CP值創意美食料理 午餐晚餐推薦餐廳 人氣熱門居酒屋 精緻割烹料理 首選壽司 必吃生魚片 無菜單料理價格,110台灣台北市信義區和平東路三段177號,4.6,602,25.023925,121.553149,+886 2 2377 1101,星期一: 休息,"星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,https://maps.google.com/?cid=15933749193621671748,2,
羊老大餐廳(台式餐廳),231台灣新北市新店區中興路一段57-1號,4.3,98,24.960537,121.5397617,+886 2 8911 2137,星期一: 16:00 – 23:00,星期二: 16:00 – 23:00,星期三: 16:00 – 22:00,星期四: 休息,星期五: 16:00 – 23:00,星期六: 16:00 – 23:00,星期日: 16:00 – 23:00,,https://maps.google.com/?cid=12094180567464869693,2,
Rebirth Cafe & Restaurant,106台灣台北市大安區溫州街48巷2號,4.3,678,25.021369,121.5329524,+886 2 2366 0985,星期一: 14:00 – 02:00,星期二: 14:00 – 02:00,星期三: 14:00 – 02:00,星期四: 14:00 – 02:00,星期五: 14:00 – 02:00,星期六: 14:00 – 02:00,星期日: 14:00 – 02:00,,https://maps.google.com/?cid=14081971158244644097,2,
錢都日式涮涮鍋-台北師大店 CHIEN TU HOT POT,106台灣台北市大安區羅斯福路三段95號,4.3,2378,25.0225279,121.5264274,+886 2 2364 1565,星期一: 11:00 – 02:00,星期二: 11:00 – 02:00,星期三: 11:00 – 02:00,星期四: 11:00 – 02:00,星期五: 11:00 – 02:00,星期六: 11:00 – 02:00,星期日: 11:00 – 02:00,TRUE,https://maps.google.com/?cid=7602393276133039147,2,
すき家 SUKIYA 大安店,106台灣台北市大安區復興南路二段25號,3.8,1236,25.0319532,121.5439174,+886 80 003 1131,星期一: 24 小時營業,星期二: 24 小時營業,星期三: 24 小時營業,星期四: 24 小時營業,星期五: 24 小時營業,星期六: 24 小時營業,星期日: 24 小時營業,,https://maps.google.com/?cid=3544068557327730572,1,
紅蜻蜓食事處,106台灣台北市大安區永康街35之1號,3.8,547,25.0308284,121.5295899,+886 2 2343 2222,星期一: 17:00 – 23:30,星期二: 17:00 – 23:30,星期三: 17:00 – 23:30,星期四: 17:00 – 23:30,星期五: 17:00 – 23:30,星期六: 17:00 – 23:30,星期日: 17:00 – 23:30,,https://maps.google.com/?cid=9653288274823762898,2,
魚舞和食居酒屋,231台灣新北市新店區北新路二段97巷3號,4.2,891,24.9742131,121.5424076,+886 2 2911 7077,"星期一: 11:30 – 14:30, 17:30 – 23:30","星期二: 11:30 – 14:30, 17:30 – 23:30","星期三: 11:30 – 14:30, 17:30 – 23:30","星期四: 11:30 – 14:30, 17:30 – 23:30","星期五: 11:30 – 14:30, 17:30 – 23:30","星期六: 11:30 – 14:30, 17:30 – 23:30","星期日: 11:30 – 14:30, 17:30 – 23:30",,https://maps.google.com/?cid=11285542769718231985,2,
大戶屋大安店,106台灣台北市大安區復興南路一段323號B1,4,880,25.0336797,121.5438918,+886 2 8978 2668,"星期一: 11:00 – 15:00, 17:00 – 22:00","星期二: 11:00 – 15:00, 17:00 – 22:00","星期三: 11:00 – 15:00, 17:00 – 22:00","星期四: 11:00 – 15:00, 17:00 – 22:00","星期五: 11:00 – 15:00, 17:00 – 22:00",星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,https://maps.google.com/?cid=14699238556397065287,2,
YAYOI彌生軒 七張店,"2樓, No. 128號北新路二段新店區新北市台灣 231",4.2,899,24.975109,121.54315,+886 2 8913 5355,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=9614185319107337972,2,
卡帛素食烘培‧義式廚房‧港式餐點 總店,106台灣台北市大安區復興南路二段308巷5號,4.2,1138,25.0236612,121.542976,+886 2 2733 6819,星期一: 08:00 – 21:30,星期二: 08:00 – 21:30,星期三: 08:00 – 21:30,星期四: 08:00 – 21:30,星期五: 08:00 – 21:30,星期六: 08:00 – 21:30,星期日: 08:00 – 21:30,TRUE,https://maps.google.com/?cid=12356277731150706959,2,
爭鮮迴轉壽司-大安店,10658台灣台北市大安區信義路三段89號,3.8,1011,25.0337221,121.5384194,+886 2 2325 7768,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=15303645313296839545,1,
爭鮮迴轉壽司 北醫店,110台灣台北市信義區吳興街273號,3.7,942,25.0267759,121.5640781,+886 2 2758 8502,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=1670950717389766884,2,
原源牛肉麵,231台灣新北市新店區寶橋路212號,4.7,66,24.9784515,121.5511495,+886 2 2913 1178,星期一: 11:00 – 23:30,"星期二: 00:00 – 01:00, 11:00 – 23:30","星期三: 00:00 – 01:00, 11:00 – 23:30","星期四: 00:00 – 01:00, 11:00 – 23:30","星期五: 00:00 – 01:00, 11:00 – 23:30","星期六: 00:00 – 01:00, 11:00 – 23:30",星期日: 休息,FALSE,https://maps.google.com/?cid=48025062704391532,,
今日壽司店,106台灣台北市大安區臨江街106之2號,3.7,876,25.0299856,121.5547344,+886 2 2736 9561,星期一: 休息,星期二: 17:00 – 23:00,星期三: 17:00 – 23:00,星期四: 17:00 – 23:00,星期五: 17:00 – 23:00,星期六: 17:00 – 23:00,星期日: 17:00 – 23:00,,https://maps.google.com/?cid=548539202442050160,,
七福狸居酒屋,106台灣台北市大安區敦化南路二段265巷15號一樓,4.6,182,25.025551,121.5497318,+886 2 2737 3009,星期一: 17:00 – 23:00,星期二: 休息,星期三: 17:00 – 23:00,星期四: 17:00 – 23:00,星期五: 17:00 – 23:00,星期六: 17:00 – 23:00,星期日: 17:00 – 23:00,,https://maps.google.com/?cid=9643146022675309900,,
正傳統擔仔麵,231台灣新北市新店區建國路209號,4.1,357,24.9802975,121.5376303,+886 2 2219 9753,星期一: 17:00 – 02:00,星期二: 17:00 – 02:00,星期三: 17:00 – 02:00,星期四: 17:00 – 02:00,星期五: 17:00 – 02:00,星期六: 17:00 – 02:00,星期日: 17:00 – 02:00,,https://maps.google.com/?cid=12517869104143973862,2,
四哥的店,116台灣台北市文山區指南路三段38巷33-1號2F,4.1,1630,24.9671564,121.5907471,+886 2 2939 2832,星期一: 11:30 – 22:00,星期二: 11:30 – 22:00,星期三: 11:30 – 22:00,星期四: 11:30 – 22:00,星期五: 11:30 – 22:00,星期六: 11:30 – 22:00,星期日: 11:30 – 22:00,,https://maps.google.com/?cid=9819985320901950056,2,
SECOND FLOOR CAFE 貳樓敦南,106台灣台北市大安區敦化南路二段63巷14號,4.3,3680,25.0308871,121.550009,+886 2 2700 9855,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 09:00 – 21:00,星期日: 09:00 – 21:00,TRUE,https://maps.google.com/?cid=17835539384920904832,2,
瑞安早餐店,106台灣台北市大安區瑞安街192號,3.9,22,25.0284028,121.5408941,+886 2 2707 0719,星期一: 06:00 – 11:00,星期二: 06:00 – 23:00,星期三: 06:00 – 23:00,星期四: 06:00 – 23:00,星期五: 06:00 – 12:00,星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=5125434551664765356,,
樂麵屋 永康店,106台灣台北市大安區永康街10巷7號,4.2,2096,25.0320601,121.529195,+886 2 2395 1787,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:30",星期六: 11:30 – 21:30,星期日: 11:30 – 21:00,,https://maps.google.com/?cid=63262380249903786,2,
