,Name,Address,Rating,Rating_str,User Ratings Total,Latitude,Longitude,distance(km),distance_group,Phone,price,rating_trip,type,user_number_trip,users,rating_score,popularity,distance_score
139,萬香烤鴨莊(大同店),103台灣台北市大同區延平北路四段6號,3.8,3.8,600,25.0688322,121.5107825,11.19748627,3,+886 2 2586 8222,$300-750,0,中式料理,0,600,76,69,70
140,老四川巴蜀麻辣燙 台北南京店,10491台灣台北市中山區南京東路二段45號,4.2,4.2,4144,25.0522659,121.5294779,8.609004624,2,+886 2 2522 3333,$300-750,4.5,中式料理,168,4312,84,97,80
141,尻食堂-餐酒館/中華料理/日本生啤酒/韓國燒酒/洋酒/水果酒/獺祭/請關注粉絲團（原三重台北橋下福德南路1號）,241台灣新北市三重区文化北路109號1樓,4.6,4.6,208,25.0685487,121.4979343,11.98479375,3,+886 988 005 282,,0,中式料理,0,208,92,42,70
142,讚點-中式美食手作職人,108台灣台北市萬華區昆明街196號,4.3,4.3,29,25.0410609,121.50435,9.389732347,3,+886 2 2383 1239,,0,中式料理,0,29,86,8,70
143,大道創意料理快炒,104台灣台北市中山區市民大道三段35號,4.1,4.1,595,25.045244,121.5344525,7.681304825,2,+886 2 2751 8988,$300-750,0,中式料理,0,595,82,69,80
144,趙記菜肉餛飩大王,100台灣台北市中正區桃源街5號,3.9,3.9,3712,25.041906,121.510589,8.974722178,2,+886 2 2381 1007,$1-300,0,中式料理,0,3712,78,97,80
145,余記烤鴨,241台灣新北市三重區中正南路50號,4.1,4.1,196,25.0600199,121.4939935,11.57223211,3,+886 2 8972 8177,,0,中式料理,0,196,82,41,70
146,忠南飯館,106台灣台北市大安區仁愛路三段88號,4.2,4.2,2502,25.0376437,121.5390743,6.720022553,2,+886 2 2706 1256,$300-750,4.5,中式料理,31,2533,84,95,80
147,程味珍意麵滷味,108台灣台北市萬華區西寧南路65號,3.7,3.7,3464,25.0462586,121.5070672,9.563502641,3,+886 2 2388 5268,$1-300,4,中式料理,74,3538,74,97,70
148,彭園創始店,104台灣台北市中山區林森北路380號2F,4.1,4.1,1012,25.058389,121.5254006,9.403557726,3,+886 2 2551 9157,$300-750,4,中式料理,46,1058,81,82,70
149,駱師父醬味川客菜,103台灣台北市大同區民族西路31巷36號,4,4,1018,25.0696829,121.519644,10.77374181,3,+886 2 2591 6228,$300-750,0,中式料理,0,1018,80,81,70
150,星河廳 - 豪景大酒店,108台灣台北市萬華區環河南路一段77號,3.9,3.9,35,25.0444806,121.5014514,9.857042984,3,+886 2 2311 3131,,3,中式料理,8,43,74,13,70
151,羊成小館,100台灣台北市中正區忠孝東路二段80號,3.9,3.9,680,25.0431432,121.5290094,7.811090603,2,+886 2 2396 0326,$750-1350,4.5,中式料理,22,702,78,73,80
152,胖都督中式精緻麵食,105台灣台北市松山區八德路二段386號,4,4,491,25.0480152,121.5464051,7.368120652,2,+886 2 2711 6086,$300-750,4,中式料理,18,509,80,65,80
153,上海故事,10491台灣台北市中山區松江路101號,4.2,4.2,468,25.0511499,121.533242,8.300368907,2,+886 2 2503 3688,$300-750,4,中式料理,9,477,83,64,80
154,御鼎香脆皮烤鴨餐廳,100台灣台北市中正区忠孝东路二段112號1樓,4.4,4.4,1110,25.042558,121.5311422,7.629100872,2,+886 2 2579 0585,$300-750,4.5,中式料理,11,1121,88,83,80
155,老罈香川味兒,104台灣台北市中山區長安東路一段63號,4.3,4.3,1654,25.0487323,121.5272732,8.412873222,2,+886 2 2545 0769,$300-750,4.5,中式料理,14,1668,86,90,80
156,寶師傅私房牛肉麵,103台灣台北市大同區哈密街59巷14號,4,4,559,25.0744511,121.5156486,11.43691339,3,+886 2 2585 3295,$1-300,4,中式料理,3,562,80,68,70
157,聚豐園江浙美食專門店,105台灣台北市松山區民生東路三段122號,3.9,3.9,498,25.05744,121.5454051,8.371526463,2,+886 2 2712 1698,$300-750,0,中式料理,0,498,78,65,80
158,招治飯店,105台灣台北市松山區南京東路四段133巷4弄6號1樓,4.5,4.5,388,25.0523545,121.5549006,7.519441692,2,+886 2 2712 2779,$300-750,0,中式料理,0,388,90,59,80
159,時時香 RICE BAR - 美麗華店,10491台灣台北市中山區敬業三路20號5樓,4.3,4.3,1508,25.083201,121.5577454,10.79416654,3,+886 2 8502 6389,$300-750,3,中式料理,12,1520,85,88,70
160,聚馥園餐廳,104台灣台北市中山區南京東路三段219號3樓,4,4,1430,25.0520802,121.5431686,7.915055488,2,+886 2 2718 5588,$300-750,3,中式料理,17,1447,79,87,80
161,薺元小館,105台灣台北市松山區南京東路四段19號,4.3,4.3,1272,25.0519398,121.5502292,7.62569653,2,+886 2 2717 0330,$750-1350,0,中式料理,0,1272,86,85,80
162,唐點小聚-美麗華店,104台灣台北市中山區敬業三路20號美麗華百樂園5樓,4.1,4.1,1488,25.0833072,121.5571648,10.81617763,3,+886 2 8502 5358,$300-750,4,中式料理,23,1511,81,88,70
163,凱華樓,"B1, No. 133號南京東路三段中山區台北市台灣 104",4.3,4.3,69,25.0521652,121.5411485,8.01202467,2,+886 2 7750 0933,,0,中式料理,0,69,86,19,80
164,真福記脆皮烤鴨餐廳,105台灣台北市松山區健康路3巷2號,4.1,4.1,1329,25.0522972,121.5523993,7.590201703,2,+886 2 2546 7103,$300-750,4,中式料理,7,1336,81,86,80
165,鄒記食舖(全預約制私房菜),105台灣台北市松山區復興北路313巷43號,4.3,4.3,239,25.0590427,121.5469307,8.481817838,2,+886 2 2546 5980,,4,中式料理,4,243,85,46,80
166,春水堂 慶城店,105台灣台北市松山區慶城街1號2樓,3.9,3.9,753,25.0526511,121.5445436,7.915203428,2,+886 2 2546 9493,$300-750,4,中式料理,29,782,78,75,80
167,北平萬珍樓美食餐廳,105台灣台北市松山區敦化北路120巷11號,4.1,4.1,1161,25.0538055,121.5472879,7.925812287,2,+886 2 2716 7477,$300-750,4,中式料理,20,1181,81,84,80
168,厲家菜 宮廷御膳料理,110台灣台北市信義區松仁路28號3F,4.3,4.3,478,25.039685,121.5676711,5.85669544,1,+886 2 8729 2638,$1350~,4,中式料理,27,505,85,65,90
169,古色古香,105台灣台北市松山區民生東路四段55巷4號,3.9,3.9,73,25.0580688,121.550421,8.262012417,2,+886 2 2719 6552,$1-300,0,中式料理,0,73,78,21,80
170,朱記餡餅粥店 大直美麗華店,10491台灣台北市中山區敬業三路20號,4.6,4.6,1673,25.0833072,121.5571648,10.81617763,3,+886 2 8502 2605,$300-750,0,中式料理,0,1673,92,90,70
171,鵝肉城活海鮮,104台灣台北市中山區遼寧街77號,3.9,3.9,1204,25.0493949,121.5422758,7.685700612,2,+886 2 2751 6922,$300-750,0,中式料理,0,1204,77,84,80
172,麻膳堂 MAZENDO （大直美麗華）,104台灣台北市中山區敬業三路20號B1,2.9,2.9,356,25.0833072,121.5571648,10.81617763,3,+886 2 8501 5995,$300-750,4,中式料理,19,375,59,58,70
173,玉小蘭 IN Kitchen,105台灣台北市松山區民生東路四段67號,4.5,4.5,780,25.0580377,121.5510332,8.239311429,2,+886 2 8770 5078,$300-750,3,中式料理,2,782,89,75,80
174,魚鄉屋湘菜餐廳,104台灣台北市中山區明水路397巷2弄26號1樓,4.2,4.2,199,25.0780146,121.546204,10.50412966,3,+886 2 8509 8606,$300-750,0,中式料理,0,199,84,41,70
175,極·黃燜雞米飯 劍潭外帶店-士林外帶美食|特色美食|必吃美食|推薦小吃|中式美食|麻辣美食,111台灣台北市士林區文林路24號,3.6,3.6,69,25.0865715,121.5256194,12.13796435,4,+886 2 2883 6383,,0,中式料理,0,69,72,19,60
176,新皇羹品,10491台灣台北市中山區北安路595巷1之1號1樓,4.5,4.5,90,25.0822188,121.5484347,10.8917592,3,+886 2 2532 5215,$1-300,0,中式料理,0,90,90,24,70
177,台SOPAR餐酒館,106台灣台北市大安區市民大道四段36號,4.4,4.4,155,25.0447983,121.5455352,7.081870993,2,+886 2 2721 6900,$300-750,0,中式料理,0,155,88,35,80
178,明宮粵菜廳,10491台灣台北市中山區中山北路二段37之1號3樓,4.4,4.4,427,25.0535762,121.5229122,9.107011831,3,+886 2 2542 3299,$750-1350,4.5,中式料理,69,496,88,65,70
179,姊弟米粉湯,105台灣台北市松山區光復北路246號,4.4,4.4,30,25.0575612,121.5552248,8.066590137,2,+886 2 2716 0530,,0,中式料理,0,30,88,9,80
180,好佳麵食館,10491台灣台北市中山區民生西路3巷6號,4,4,404,25.0593225,121.5217113,9.697284695,3,+886 2 2523 3329,$1-300,0,中式料理,0,404,80,60,70
181,香港醉紅樓潮州菜館,10491台灣台北市中山區八德路二段326號2樓,4.1,4.1,403,25.047259,121.543134,7.434722063,2,+886 2 2773 2326,$300-750,5,中式料理,1,404,82,60,80
182,竹家莊避風塘漁家料理,10491台灣台北市中山區南京東路二段96號,4.1,4.1,1775,25.0518115,121.5312841,8.467562406,2,+886 2 2551 1838,$750-1350,0,中式料理,0,1775,82,90,80
183,宋廚菜館,110台灣台北市信義區忠孝東路五段15巷14號,4,4,1394,25.0417878,121.5654718,6.12423246,1,+886 2 2764 4788,$300-750,0,中式料理,0,1394,80,87,80
184,陶然亭餐廳,104台灣台北市中山區復興北路86號2F,4.2,4.2,3424,25.051202,121.543805,7.799443236,2,+886 2 2778 7805,$300-750,0,中式料理,0,3424,84,96,80
185,侯門小館,105台灣台北市松山區民生東路五段180號,4.1,4.1,1079,25.0582993,121.5631082,7.973558044,2,+886 2 2760 0708,$300-750,4,中式料理,9,1088,81,82,80
186,北平祥福樓,105台灣台北市松山區新中街8號,3.9,3.9,713,25.0591152,121.5605644,8.109834463,2,+886 2 2756 9091,$300-750,5,中式料理,1,714,78,73,80
187,杭州小籠湯包 民生旗艦店,105台灣台北市松山區民生東路三段118號,4,4,1871,25.057446,121.545263,8.377514663,2,+886 2 6613 0666,$300-750,4,中式料理,174,2045,80,92,80
188,雅閣,10548台灣台北市松山區敦化北路158號,4.3,4.3,822,25.055553,121.548328,8.069069511,2,+886 2 2715 6788,$1350~,0,中式料理,0,822,86,77,80
189,玉喜飯店,106台灣台北市大安區忠孝東路四段289號,4.1,4.1,1539,25.0416014,121.5547113,6.390908359,1,+886 2 8773 8898,$300-750,4.5,中式料理,20,1559,82,88,80
190,聚聚樓 eslite garden,110台灣台北市信義區菸廠路88號3F,4.3,4.3,221,25.0445662,121.5614467,6.51069967,2,+886 2 6636 9600,,0,中式料理,0,221,86,44,80
191,青樓中式餐酒館,105047台灣台北市松山區八德路四段512-1號,4.7,4.7,1044,25.0497304,121.5708786,6.928879436,2,+886 2 2578 8856,$300-750,5,中式料理,4,1048,94,81,80
192,粵香園,106台灣台北市大安區敦化南路一段190巷47號,4.2,4.2,1455,25.0427499,121.5468634,6.818470368,2,+886 2 2771 9257,$300-750,4,中式料理,13,1468,83,88,80
193,醉楓園小館,105台灣台北市松山區八德路三段8巷5號,4.3,4.3,1298,25.0474556,121.54975,7.178200165,2,+886 2 2577 9528,$300-750,4.5,中式料理,12,1310,86,86,80
194,南川麵館 八德路店,105台灣台北市松山區八德路三段191號,3.8,3.8,333,25.0481744,121.5561217,7.03895009,2,+886 2 2577 0818,$300-750,4,中式料理,14,347,76,56,80
195,伍柒玖專業牛肉麵店,106台灣台北市大安區延吉街68-24號,3.8,3.8,808,25.0428416,121.5540299,6.544027123,2,+886 2 8772 7676,$1-300,4,中式料理,5,813,76,76,80
196,胖媽美食餐館,105台灣台北市松山區南京東路四段133巷4弄36號,4.1,4.1,261,25.0523276,121.5538207,7.548810801,2,+886 2 2546 3377,$300-750,3,中式料理,2,263,81,49,80
197,上海茶樓,105台灣台北市松山區復興南路一段39號,4.5,4.5,923,25.046063,121.544172,7.268889995,2,+886 2 6606 9756,$750-1350,0,中式料理,0,923,90,79,80
198,小北平麵食館,105台灣台北市松山區延壽街97號,4.2,4.2,704,25.0572222,121.5663889,7.805538422,2,+886 2 2761 8344,$300-750,0,中式料理,0,704,84,73,80
199,學學食驗室,114台灣台北市內湖區堤頂大道二段207號2樓,4.1,4.1,194,25.0778961,121.5678828,10.07505221,3,+886 2 8751 6898#182,$300-750,0,中式料理,0,194,82,41,70
200,都一處 內湖店,114台灣台北市內湖區瑞光路258巷31號1樓,3.8,3.8,1136,25.0751679,121.5750726,9.735236026,3,+886 2 2656 2600,$300-750,3,中式料理,4,1140,75,83,70
201,皇城老媽,106台灣台北市大安區延吉街97巷5號,4.1,4.1,725,25.0432791,121.555106,6.553214047,2,+886 2 2773 6936,$300-750,4.5,中式料理,26,751,82,75,80
202,大師廚館,105台灣台北市松山區民生東路五段258號,4.2,4.2,245,25.0588791,121.5670791,7.979659097,2,+886 2 8787 8820,$300-750,5,中式料理,1,246,84,47,80
203,牛肉麵．雞湯 新信義店,110台灣台北市信義區忠孝東路五段189號,4.2,4.2,73,25.0412195,121.5693415,6.002837619,1,+886 2 2766 8077,,0,中式料理,0,73,84,21,80
204,多多肉肉夾饃,"No. 190號, 饒河街松山區台北市台灣 105",3.7,3.7,3,25.0507067,121.576655,7.014218553,2,+886 915 811 373,,0,中式料理,0,3,74,1,80
205,醬廚,105台灣台北市松山區南京東路四段2號,3.6,3.6,15,25.0507933,121.5498896,7.518414754,2,+886 2 2578 9011,,0,中式料理,0,15,72,4,80
206,食米,110台灣台北市信義區永吉路30巷101弄14號,4.4,4.4,382,25.0434808,121.5693412,6.252533891,1,+886 2 2761 3335,$300-750,0,中式料理,0,382,88,58,80
207,村子口,105台灣台北市松山區八德路三段12巷52弄34號,4.1,4.1,1440,25.0460347,121.5496164,7.037198335,2,+886 2 2579 6455,$1-300,4,中式料理,29,1469,81,88,80
208,北平喜來順,105台灣台北市松山區南京東路五段166號,3.9,3.9,578,25.0512189,121.5632169,7.196813079,2,+886 2 2765 7624,$300-750,4,中式料理,2,580,78,68,80
209,西蜀饌牛肉麵,105台灣台北市松山區敦化北路120巷78之2號,4.4,4.4,637,25.0542557,121.5463067,8.009345889,2,+886 2 8712 9798,,0,中式料理,0,637,88,71,80
210,湘民小館,105台灣台北市松山區八德路三段155巷24號,4.2,4.2,1052,25.0494446,121.5551622,7.20243351,2,+886 2 2577 5886,$300-750,5,中式料理,2,1054,84,82,80
211,隨意小吃,106台灣台北市大安區敦化南路一段187巷53號,3.7,3.7,618,25.0427669,121.5520092,6.609546028,2,+886 2 2752 6806,$1-300,0,中式料理,0,618,74,70,80
212,南岭精緻麵館,105台灣台北市松山區光復北路11巷62 號,4.5,4.5,563,25.0499167,121.5603617,7.11481051,2,+886 2 2528 7578,$300-750,4,中式料理,4,567,89,68,80
213,黎先生花膠餐廳,10561台灣台北市松山區八德路四段17巷3號,4.3,4.3,139,25.0486625,121.5583129,7.030102663,2,+886 2 2747 3325,,0,中式料理,0,139,86,33,80
214,巢飯麵食館,11069台灣台北市信義區基隆路一段190巷5號,4.6,4.6,299,25.0420463,121.5643503,6.173922819,1,+886 983 352 205,,0,中式料理,0,299,92,52,80
215,南村｜私廚‧小酒棧,106台灣台北市大安區忠孝東路四段216巷33弄10號,4.3,4.3,943,25.0392884,121.5534896,6.195045655,1,+886 2 2711 7272,$750-1350,0,中式料理,0,943,86,79,80
216,筷子餐廳,106台灣台北市大安區光復南路290巷1號,4.2,4.2,896,25.039132,121.557133,6.050699346,1,+886 2 2775 4488,$300-750,0,中式料理,0,896,84,79,80
217,chinois,106台灣台北市大安區四維路52巷15號,4.4,4.4,110,25.0352164,121.5472897,6.055568283,1,+886 986 622 186,,0,中式料理,0,110,88,28,80
218,享鴨 烤鴨與中華料理 台北忠孝東店,106台灣台北市大安區忠孝東路四段128號2樓,4.7,4.7,11377,25.041307,121.54799,6.624595095,2,+886 2 2711 8823,$300-750,4.5,中式料理,18,11395,93,99,80
219,巫雲,100台灣台北市中正區羅斯福路三段244巷9弄7號,4.3,4.3,794,25.017506,121.530133,5.733876809,1,+886 2 2369 3906,$300-750,4.5,中式料理,6,800,86,76,90
220,鳥以花香,106台灣台北市大安區延吉街233巷3號,4.3,4.3,834,25.0371494,121.5558678,5.886294765,1,+886 2 2325 0990,$300-750,3.5,中式料理,4,838,85,77,90
221,蕭家小館,106台灣台北市大安區忠孝東路四段216巷33弄8號1樓,3.9,3.9,734,25.0393035,121.5532925,6.20406334,1,+886 2 2772 7143,$1-300,0,中式料理,0,734,78,74,80
222,金雞園,100台灣台北市中正區羅斯福路三段316巷8弄3之1號,3.8,3.8,1248,25.0157159,121.5326235,5.414039414,1,+886 2 2368 0698,$1-300,4,中式料理,40,1288,76,85,90
223,品軒樓,106台灣台北市大安區羅斯福路四段1號台大校園內卓越聯合中心,4,4,177,25.014578,121.538064,4.897858318,1,+886 2 2365 1122,,0,中式料理,0,177,80,38,90
224,雲松小館,106台灣台北市大安區仁愛路四段345巷4弄16號,4.4,4.4,117,25.0388676,121.5532379,6.161290589,1,+886 2 2772 4550,$300-750,4.5,中式料理,3,120,88,30,80
225,闔家小館,106台灣台北市大安區仁愛路四段122巷49號,4.3,4.3,514,25.034547,121.550328,5.846260333,1,+886 2 2325 9499,$300-750,0,中式料理,0,514,86,66,90
226,四知堂,106台灣台北市大安區四維路22巷7號,3.6,3.6,243,25.0365167,121.5477476,6.160471433,1,+886 983 377 778,$750-1350,0,中式料理,0,243,72,46,80
227,天成大飯店翠庭,110台灣台北市信義區信義路五段1號,4,4,318,25.0335054,121.5607789,5.341981836,1,+886 2 2312 1000,,4,中式料理,6,324,80,54,90
228,朱記餡餅粥店 信義店,106台灣台北市大安區信義路三段124號,3.9,3.9,374,25.0332819,121.5390193,6.327824008,1,+886 2 2702 9411,$300-750,0,中式料理,0,374,78,58,80
229,鵝川,10664台灣台北市大安區復興南路二段130號,4.6,4.6,1454,25.0291434,121.5432984,5.70170527,1,+886 2 2325 5677,,0,中式料理,0,1454,92,87,90
230,陸品川浙名菜,10679台灣台北市大安區樂利路84號,4.2,4.2,736,25.0254766,121.5519837,4.880560399,1,+886 2 2732 4968,$300-750,4,中式料理,10,746,83,74,90
231,六品小館-總店,106台灣台北市大安區金華街199巷3弄8號,4.2,4.2,1225,25.0305315,121.5285372,6.791600093,2,+886 2 2393 0104,$300-750,0,中式料理,0,1225,84,85,80
232,杭州小籠湯包,106台灣台北市大安區杭州南路二段19號,3.8,3.8,7227,25.0340691,121.523723,7.413390871,2,+886 2 2393 1757,$300-750,4,中式料理,803,8030,76,99,80
233,葉公館滬菜,106台灣台北市大安區安和路二段118號,4.1,4.1,1309,25.0278352,121.5495551,5.231208113,1,+886 2 2736 1999,$750-1350,4,中式料理,22,1331,81,86,90
234,珍膳園,106台灣台北市大安區忠孝東路四段216巷32弄8號1樓,4.2,4.2,580,25.03974,121.55255,6.277432083,1,+886 2 2781 3341,$300-750,0,中式料理,0,580,84,68,80
235,快樂廚房（中式料理）Delightful Kitchen,110台灣台北市信義區莊敬路423巷7弄7號,4.3,4.3,178,25.0284237,121.5667067,4.642666785,1,+886 2 2720 3210,,0,中式料理,0,178,86,39,90
236,東門餃子館,106台灣台北市大安區金山南路二段31巷37號,3.7,3.7,3402,25.0328506,121.5287807,6.958146721,2,+886 2 2341 1685,$300-750,4,中式料理,155,3557,74,97,80
237,都一處(仁愛店),110台灣台北市信義區仁愛路四段506號,4,4,2436,25.0372424,121.5610468,5.73273457,1,+886 2 2720 6417,$750-1350,0,中式料理,0,2436,80,94,90
238,川妹子,106台灣台北市大安區光復南路240巷52號,4,4,932,25.040862,121.555145,6.298695401,1,+886 2 2721 6950,$300-750,4,中式料理,15,947,80,79,80
239,福粵樓港式飲茶,106台灣台北市大安區建國南路一段266號,3.3,3.3,103,25.036628,121.53721,6.735558121,2,+886 2 2701 9266,$300-750,3.5,中式料理,28,131,66,31,80
240,上海宴,106台灣台北市大安區敦化南路一段236巷12號,4.6,4.6,346,25.0404768,121.5478422,6.548099029,2,+886 2 2778 7108,$300-750,5,中式料理,1,347,92,56,80
241,小隱私廚JamesKitchen,106台灣台北市大安區永康街42之5號,4,4,141,25.0293081,121.5295347,6.624568361,2,+886 2 2358 2393,$300-750,0,中式料理,0,141,80,33,80
242,五草車中華食館 南昌店,100台灣台北市中正區南昌路二段188號,4.1,4.1,1701,25.0243779,121.5239394,6.690317991,2,+886 2 2368 1950,$300-750,4.5,中式料理,41,1742,82,90,80
243,曉鹿鳴樓上海菜,106台灣台北市大安區羅斯福路四段85號,4,4,1412,25.0130396,121.5367878,4.899610703,1,+886 2 2368 8994,$300-750,4.5,中式料理,2,1414,80,87,90
244,好公道金雞園,106台灣台北市大安區永康街28-1號,4,4,2830,25.0307503,121.529454,6.74343581,2,+886 2 2341 6980,$1-300,4,中式料理,194,3024,80,96,80
245,龍涎居雞膳食坊 師大創始店,106台灣台北市大安區羅斯福路三段135號,3.8,3.8,832,25.0219485,121.5271421,6.269836714,1,+886 2 2368 4899,$300-750,4,中式料理,17,849,76,77,80
