,Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url,Price_level,Unnamed: 17,name,url_tripadvisor,address,phone,rating_trip,type,user_number_trip
39,Orchid Restaurant 蘭,106台灣台北市大安區安和路二段83號,4.4,1217,25.0300871,121.5521719,+886 2 2378 3333,星期一: 休息,星期二: 休息,"星期三: 11:30 – 14:30, 18:00 – 22:00","星期四: 11:30 – 14:30, 18:00 – 22:00","星期五: 11:30 – 14:30, 18:00 – 22:00","星期六: 11:30 – 14:30, 18:00 – 22:00","星期日: 11:30 – 14:30, 18:00 – 22:00",,https://maps.google.com/?cid=8521452223721840553,3,,,,,,0,,0
40,"馬友友印度蔬食餐廳 Mayur Indian Kitchen Vegetarian restaurant, MIK-3",100台灣台北市中正區濟南路二段64-2號,4.5,2747,25.0401204,121.5323807,+886 2 2321 2261,"星期一: 11:00 – 14:30, 16:00 – 21:30",星期二: 休息,"星期三: 11:00 – 14:30, 16:00 – 21:30","星期四: 11:00 – 14:30, 16:00 – 21:30","星期五: 11:00 – 14:30, 16:00 – 22:00","星期六: 11:00 – 15:00, 16:30 – 22:00","星期日: 11:00 – 15:00, 16:30 – 21:30",TRUE,https://maps.google.com/?cid=14955363474505136147,2,,,,,,0,,0
41,大正浪漫日本料理,10491台灣台北市中山區復興南路一段30巷1號,4.6,259,25.046382,121.543488,+886 2 2772 0680,"星期一: 12:00 – 13:30, 18:00 – 21:30","星期二: 12:00 – 13:30, 18:00 – 21:30","星期三: 12:00 – 13:30, 18:00 – 21:30","星期四: 12:00 – 13:30, 18:00 – 21:30","星期五: 12:00 – 13:30, 18:00 – 21:30","星期六: 12:00 – 13:30, 18:00 – 21:30",星期日: 休息,TRUE,https://maps.google.com/?cid=2434551782548517715,,,,,,,0,,0
42,非常泰 - 復興店,105台灣台北市松山區復興北路319號,4.2,1127,25.0591667,121.5444444,+886 2 2546 6745,"星期一: 11:30 – 14:30, 17:30 – 02:00","星期二: 11:30 – 14:30, 17:30 – 02:00","星期三: 11:30 – 14:30, 17:30 – 02:00","星期四: 11:30 – 14:30, 17:30 – 02:00","星期五: 11:30 – 14:30, 17:30 – 02:00","星期六: 11:30 – 15:00, 17:30 – 02:00","星期日: 11:30 – 15:00, 17:30 – 02:00",,https://maps.google.com/?cid=4635337713933245270,2,, 非常泰-復興店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d1132589-Reviews-Very_Thai_Restaurant_Fuxing_Store-Songshan_Taipei.html,105 台灣 松山台北 复兴北路319号,+886 2 2546 6745,4,泰式料理,139
43,映港式茶餐廳,108台灣台北市萬華區西寧南路76號2樓,4.2,684,25.0428932,121.5058551,+886 2 2331 7875,星期一: 12:00 – 21:30,星期二: 12:00 – 21:30,星期三: 12:00 – 21:30,星期四: 12:00 – 21:30,星期五: 12:00 – 21:30,星期六: 12:00 – 21:30,星期日: 12:00 – 21:30,,https://maps.google.com/?cid=18248974024708629748,2,,,,,,0,,0
44,爭鮮迴轉壽司-林森店,10491台灣台北市中山區中山北路二段45巷35號1F,4,3388,25.0544897,121.524814,+886 2 2521 5117,星期一: 11:00 – 05:30,星期二: 11:00 – 05:30,星期三: 11:00 – 05:30,星期四: 11:00 – 05:30,星期五: 11:00 – 05:30,星期六: 11:00 – 05:30,星期日: 11:00 – 05:30,,https://maps.google.com/?cid=18417162595638962660,1,, 爭鮮迴轉壽司,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d8687114-Reviews-Sushi_Express-Zhongshan_District_Taipei.html,104 台灣 中山區台北 中山區長春路40號2F,+886 2 2521 5117,4,日式料理海鮮燒烤,23
45,饗食天堂 台北京站店,103台灣台北市大同區承德路一段1號京站時尚廣場4樓,4,4701,25.049308,121.5171935,+886 2 6617 1168,"星期一: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30","星期二: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30","星期三: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30","星期四: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30","星期五: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30","星期六: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30","星期日: 11:30 – 14:00, 14:30 – 16:30, 17:30 – 21:30",TRUE,https://maps.google.com/?cid=3070305487468032646,3,, 饗食天堂台北京站店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806451-d2553336-Reviews-Eatogether_Q_Square-Datong_Taipei.html,103 台灣 大同台北 承德路一段1号4F 4F,+886 2 6617 1168,4,現釀啤酒吧拉丁料理酒吧,101
46,星期五美式餐廳（美麗華）,10491台灣台北市中山區敬業三路22號2樓,4.2,2153,25.0836081,121.5572275,+886 2 2175 3358,星期一: 11:00 – 00:00,星期二: 11:00 – 00:00,星期三: 11:00 – 00:00,星期四: 11:00 – 00:00,星期五: 11:00 – 00:00,星期六: 11:00 – 00:00,星期日: 11:00 – 00:00,,https://maps.google.com/?cid=6242177921935044667,,, TGI Fridays 星期五餐廳 美麗華店,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d7975385-Reviews-TGI_Fridays_Miramar-Taipei.html,"104 台灣 台北 Miramar Entertainment Park, No. 22, Jingye 3rd Road, Zhongshan Dist. 2F, Miramar Entertainment Park",+886 2 2175 3358,4,中式料理亞洲料理熟食,518
47,大亨餐酒館 Rich Restaurant,104台灣台北市中山區天津街63 號1 樓,4.8,598,25.0516192,121.5235351,+886 2 2542 3388,"星期一: 11:30 – 14:00, 17:30 – 22:00","星期二: 11:30 – 14:00, 17:30 – 22:00","星期三: 11:30 – 14:00, 17:30 – 22:00","星期四: 11:30 – 14:00, 17:30 – 22:00","星期五: 11:30 – 14:00, 17:30 – 22:00","星期六: 11:30 – 14:00, 17:30 – 22:00",星期日: 休息,TRUE,https://maps.google.com/?cid=12110323172369262295,,,,,,,0,,0
48,小林海產,106台灣台北市大安區光復南路574-1號,4.2,2082,25.0340425,121.5571779,+886 2 2325 4930,星期一: 17:00 – 01:00,星期二: 17:00 – 01:00,星期三: 17:00 – 01:00,星期四: 17:00 – 01:00,星期五: 17:00 – 01:00,星期六: 17:00 – 01:00,星期日: 休息,FALSE,https://maps.google.com/?cid=4730455200188102284,2,, 小林海產,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d10522413-Reviews-Xiaolin_Haichan-Da_an_Taipei.html,10695 台灣 大安台北 大安区光复南路574-1号,+886 2 2325 4930,4,燒烤,14
49,B612 Restaurant & Bar - B612餐酒館,106台灣台北市大安區敦化南路1段157號,4.7,621,25.0436496,121.5493018,+886 2 2777 5177,星期一: 休息,星期二: 休息,星期三: 18:00 – 00:00,星期四: 18:00 – 00:00,星期五: 18:00 – 02:00,星期六: 18:00 – 02:00,星期日: 18:00 – 00:00,TRUE,https://maps.google.com/?cid=6982880252533316140,2,,,,,,0,,0
50,CLOSET衣櫥餐酒館 Restaurant & bar Bistro 異國料理 東區美食,106台灣台北市大安區忠孝東路四段101巷15號,4.3,1044,25.0425138,121.5481451,+886 2 2731 7919,星期一: 18:00 – 02:00,星期二: 18:00 – 02:00,星期三: 18:00 – 02:00,星期四: 18:00 – 02:00,星期五: 18:00 – 02:00,星期六: 18:00 – 02:00,星期日: 18:00 – 02:00,,https://maps.google.com/?cid=11317207201845607040,3,, 衣櫥餐酒,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d9995154-Reviews-Closet_Restaurant_Bar-Taipei.html,106 台灣 台北 大安区忠孝东路四段101巷15号,+886 2 2731 7919,4,義式料理美式料理披薩,70
51,紅舍私房菜,105台灣台北市松山區民生東路三段130巷5弄18號,4.4,511,25.0569888,121.5470483,+886 2 2545 5831,"星期一: 11:30 – 14:00, 17:30 – 21:30","星期二: 11:30 – 14:00, 17:30 – 21:30","星期三: 11:30 – 14:00, 17:30 – 21:30","星期四: 11:30 – 14:00, 17:30 – 21:30","星期五: 11:30 – 14:00, 17:30 – 21:30","星期六: 11:30 – 14:00, 17:30 – 21:30",星期日: 休息,TRUE,https://maps.google.com/?cid=8103019647470540320,2,,,,,,0,,0
52,亞瑟蘭印度餐廳Family Indian Restaurant,111台灣台北市士林區德行西路114號,4.7,558,25.1037911,121.5206699,+886 2 2834 3303,"星期一: 11:30 – 14:30, 17:00 – 21:30",星期二: 休息,"星期三: 11:30 – 14:30, 17:00 – 21:30","星期四: 11:30 – 14:30, 17:00 – 21:30","星期五: 11:30 – 14:30, 17:00 – 21:30","星期六: 11:30 – 14:30, 17:00 – 21:30","星期日: 11:30 – 14:30, 17:00 – 21:30",,https://maps.google.com/?cid=14437019977575963875,2,,,,,,0,,0
53,V&O BAR AND KITCHEN東地中海料理&酒吧,104台灣台北市中山區中山北路二段27巷1號,4.8,178,25.0532509,121.5231554,+886 2 2531 0595,星期一: 休息,星期二: 18:30 – 00:00,星期三: 18:30 – 00:00,星期四: 18:30 – 00:00,星期五: 18:30 – 02:00,星期六: 18:30 – 02:00,星期日: 休息,TRUE,https://maps.google.com/?cid=5495430239914503857,,, V&O Bar.kitchen by TalYah,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d23299205-Reviews-V_O_Bar_kitchen_by_TalYah-Zhongshan_District_Taipei.html,台灣 中山區台北 中山北路二段27巷1号,+886 2 2531 0595,0,美式料理美國南方料理亞洲料理,0
54,Namaste Indian Restaurant,106台灣台北市大安區安和路二段180號,4.4,382,25.0251882,121.550026,+886 2 2736 3733,"星期一: 11:00 – 14:30, 17:00 – 21:30","星期二: 11:00 – 14:30, 17:00 – 21:30","星期三: 11:00 – 14:30, 17:00 – 21:30","星期四: 11:00 – 14:30, 17:00 – 21:30","星期五: 11:00 – 14:30, 17:00 – 21:30","星期六: 11:00 – 14:30, 17:00 – 21:30","星期日: 11:00 – 14:30, 17:00 – 21:30",,https://maps.google.com/?cid=13556870216445173565,2,, 4 Spices 印度美食,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d11549956-Reviews-Namaste_Indian_Restaurant-Xinyi_District_Taipei.html,106 台灣 信義區台北 信义区逸仙路42巷19号1楼,+886 2 2736 3733,4.5,中式料理,14
55,梅子鰻蒲燒專賣店 Umeko Japanese Unagi Restaurant,10491台灣台北市中山區林森北路107巷8號,4.5,2248,25.0501842,121.5253369,+886 2 2521 2813,星期一: 休息,"星期二: 11:30 – 14:00, 17:30 – 00:00","星期三: 11:30 – 14:00, 17:30 – 00:00","星期四: 11:30 – 14:00, 17:30 – 00:00","星期五: 11:30 – 14:00, 17:30 – 00:00","星期六: 11:30 – 14:00, 17:30 – 00:00","星期日: 11:30 – 14:00, 17:30 – 22:00",TRUE,https://maps.google.com/?cid=11836474011548263307,2,, 梅子鰻蒲燒屋日本料理,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d13837128-Reviews-Umeko_Japanese_Unagi_House-Taipei.html,10491 台灣 台北 林森北路107巷8号,+886 2 2521 2813,5,中式料理亞洲料理台灣小吃/台菜,349
56,定食8-南門店,100台灣台北市中正區林森南路142號2樓,4,1896,25.0332444,121.5181789,+886 2 2356 3608,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=6315682316351540976,2,, 定食8 - 林森南路,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6145082-Reviews-Teishoku_8_Sushi_Express_Linsen_South-Zhongzheng_District_Taipei.html,台灣 中正區台北 中正区林森南路142号2楼,+886 2 2356 3608,4,中式料理,23
57,"J.W. Teres, the Bulgarian Restaurant",10669台灣台北市大安區四維路208巷4號,4.2,89,25.0262748,121.5477114,+886 2 2755 0660,星期一: 18:00 – 22:30,星期二: 18:00 – 22:30,星期三: 18:00 – 22:30,星期四: 18:00 – 22:30,星期五: 18:00 – 22:30,星期六: 18:00 – 22:30,星期日: 休息,TRUE,https://maps.google.com/?cid=17503268957195416087,,," ""王"" 保加利亞餐廳",https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d3663084-Reviews-J_W_Teres_The_Bulgarian_Restaurant-Taipei.html,106 台灣 台北 四维路208巷4号 1楼,+886 2 2755 0660,4.5,泰式料理,165
58,享鮮餐廳(總店),104台灣台北市中山區市民大道三段209號2樓,4.5,403,25.04502,121.5433409,+886 2 8772 7855,"星期一: 11:30 – 14:30, 17:30 – 22:00","星期二: 11:30 – 14:30, 17:30 – 22:00","星期三: 11:30 – 14:30, 17:30 – 22:00","星期四: 11:30 – 14:30, 17:30 – 22:00","星期五: 11:30 – 14:30, 17:30 – 22:00","星期六: 11:30 – 14:30, 17:30 – 22:00","星期日: 11:30 – 14:30, 17:30 – 22:00",TRUE,https://maps.google.com/?cid=6099719781347215051,,,,,,,0,,0
59,紫艷中餐廳,110台灣台北市信義區忠孝東路五段10號31樓,4.3,1301,25.040598,121.565735,+886 2 7703 8768,"星期一: 06:30 – 10:00, 12:00 – 14:30, 18:00 – 21:30","星期二: 06:30 – 10:00, 12:00 – 14:30, 18:00 – 21:30","星期三: 06:30 – 10:00, 12:00 – 14:30, 18:00 – 21:30","星期四: 06:30 – 10:00, 12:00 – 14:30, 18:00 – 21:30","星期五: 06:30 – 10:00, 12:00 – 14:30, 18:00 – 21:30","星期六: 06:30 – 10:30, 12:00 – 14:30, 18:00 – 21:30","星期日: 06:30 – 10:30, 12:00 – 14:30, 18:00 – 21:30",TRUE,https://maps.google.com/?cid=7783588919071313114,3,,,,,,0,,0
60,泰集 微風信義店,110台灣台北市信義區忠孝東路五段68號4樓,4.4,2377,25.0405044,121.5668964,+886 2 2722 8618,"星期一: 11:30 – 14:30, 17:30 – 21:30","星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,https://maps.google.com/?cid=5862600344220652152,3,, 泰集 Thai Bazaar (微風信義店),https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d10282102-Reviews-Thai_Bazaar-Xinyi_District_Taipei.html,台灣 信義區台北 信义区忠孝东路五段 68 号 4 楼 微风信义店,+886 2 2722 8618,4,美式料理亞洲料理台灣小吃/台菜,248
61,KiKi餐廳(信義誠品店),110台灣台北市信義區松高路11號誠品生活商場 4樓,4.2,2241,25.039664,121.5657554,+886 2 2722 0388,"星期一: 11:00 – 15:00, 17:15 – 22:00","星期二: 11:00 – 15:00, 17:15 – 22:00","星期三: 11:00 – 15:00, 17:15 – 22:00","星期四: 11:00 – 15:00, 17:15 – 22:00","星期五: 11:00 – 15:00, 17:15 – 23:00","星期六: 11:00 – 15:00, 17:15 – 23:00","星期日: 11:00 – 15:00, 17:15 – 22:00",TRUE,https://maps.google.com/?cid=15238668193543725633,2,, KiKi 誠品信義店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d3245863-Reviews-KiKi_Eslite_XinYi_Branch-Xinyi_District_Taipei.html,110 台灣 信義區台北 松高路11号 四楼,+886 2 2722 0388,4,義式料理,340
62,崔妮傑恩 微風信義店,"號4樓, No. 68忠孝東路五段信義區台北市台灣 110",4.1,444,25.040767,121.566845,+886 2 6623 5508,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=9258862127927459762,,,,,,,0,,0
63,吉豚屋 誠品信義店,"號 B2 樓, No. 11松高路信義區台北市台灣 110",4.7,2439,25.0397198,121.5658738,+886 2 2720 5166,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,https://maps.google.com/?cid=15064248153233481459,,,,,,,0,,0
64,1010 Hunan Cuisine Eslite Xinyi Restaurant,110台灣台北市信義區松高路11號6樓,4.2,1073,25.0397197,121.5658739,+886 2 2722 0583,"星期一: 11:00 – 15:00, 17:00 – 21:30","星期二: 11:00 – 15:00, 17:00 – 21:30","星期三: 11:00 – 15:00, 17:00 – 21:30","星期四: 11:00 – 15:00, 17:00 – 21:30","星期五: 11:00 – 15:00, 17:00 – 22:00",星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=5388579362581733461,2,, 1010湘-信義誠品店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6133064-Reviews-1010_Hunan_Cuisine_Sinyi_Eslite_Store-Xinyi_District_Taipei.html,110 台灣 信義區台北 松高路11号 6f,+886 2 2722 0583,4.5,印度料理亞洲料理提供素食選擇,185
65,靜園粵菜海鮮餐廳,106台灣台北市信義區松仁路28號,3.9,151,25.0396219,121.567641,+886 2 2705 8068,星期一: 11:20 – 21:30,星期二: 11:20 – 21:30,星期三: 11:20 – 21:30,星期四: 11:20 – 21:30,星期五: 11:20 – 21:30,星期六: 11:20 – 21:30,星期日: 11:20 – 21:30,,https://maps.google.com/?cid=14260527815691031435,,,,,,,0,,0
66,清真中國牛肉麵食館,110台灣台北市信義區松高路12號新光三越B2,4,513,25.0377275,121.5669572,+886 2 2722 2646,星期一: 11:30 – 21:30,星期二: 11:30 – 21:30,星期三: 11:30 – 21:30,星期四: 11:30 – 21:30,星期五: 11:30 – 22:00,星期六: 11:30 – 21:30,星期日: 11:30 – 21:30,,https://maps.google.com/?cid=11304083719847439761,2,, 清真中國牛肉麵食館,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d13813962-Reviews-HALAL_Chinese_Beef_Noodle_Restaurant-Taipei.html,110 台灣 台北 信义区松高路12号,+886 2 2722 2646,4.5,墨西哥料理酒吧異國風味,28
67,粵亮廣式料理-台北六福萬怡酒店,115台灣台北市南港區忠孝東路七段359號,4.2,1433,25.0524855,121.6065925,+886 2 6615 6528,"星期一: 11:30 – 14:00, 17:30 – 21:30","星期二: 11:30 – 14:00, 17:30 – 21:30","星期三: 11:30 – 14:00, 17:30 – 21:30","星期四: 11:30 – 14:00, 17:30 – 21:30","星期五: 11:30 – 14:00, 17:30 – 21:30","星期六: 11:30 – 14:00, 17:30 – 21:30","星期日: 11:30 – 14:00, 17:30 – 21:30",,https://maps.google.com/?cid=5304096667606712737,3,, 粵亮廣式料理-台北六福萬怡酒店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d10680518-Reviews-Moonlight_Cantonese_Restaurant_COURTYARD_TAIPEI-Nangang_Taipei.html,11561 台灣 南港台北 南港区忠孝东路七段359号8楼,+886 2 6615 6528,5,義式料理咖啡廳亞洲料理,409
68,太和殿鴛鴦麻辣火鍋,106台灣台北市大安區信義路四段315號,4.4,4915,25.0332528,121.5560174,+886 2 2705 0909,星期一: 12:00 – 00:00,星期二: 12:00 – 00:00,星期三: 12:00 – 00:00,星期四: 12:00 – 00:00,星期五: 12:00 – 00:00,星期六: 12:00 – 00:00,星期日: 12:00 – 00:00,FALSE,https://maps.google.com/?cid=3547852647789781249,3,, 太和殿鴛鴦麻辣火鍋信義路店,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d1156716-Reviews-Tai_Ho_Dian_Hotpot_Xinyi_Rd-Da_an_Taipei.html,台灣 大安台北 大安区信义路四段315号,+886 2 2705 0909,4,義式料理咖啡廳亞洲料理,155
69,赤門居酒屋,110台灣台北市信義區松隆路８號,4.2,590,25.0431471,121.5665582,+886 2 2767 6817,星期一: 18:00 – 00:00,星期二: 18:00 – 00:00,星期三: 18:00 – 00:00,星期四: 18:00 – 00:00,星期五: 18:00 – 00:00,星期六: 18:00 – 00:00,星期日: 18:00 – 00:00,,https://maps.google.com/?cid=2231209328904500598,2,, 赤門居酒屋,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6143075-Reviews-Chi_Men_Ju_Jiu_Wu-Xinyi_District_Taipei.html,"台灣 信義區台北 No. 8, Songlong Rd., Xinyi Dist",+886 2 2767 6817,4,義式料理法式料理現代創意料理,3
70,Echo Bistro bar & restaurant,234台灣新北市永和區永貞路291號,4.5,297,25.0054399,121.5109041,+886 2 2929 9191,星期一: 18:00 – 02:00,星期二: 18:00 – 02:00,星期三: 18:00 – 02:00,星期四: 18:00 – 02:00,星期五: 18:00 – 02:00,星期六: 18:00 – 02:00,星期日: 18:00 – 02:00,,https://maps.google.com/?cid=16299973350008814880,2,,,,,,0,,0
71,阿輝牛肉城,231台灣新北市新店區中興路三段225號,4.3,2273,24.9830597,121.5430698,+886 2 8665 0595,星期一: 休息,星期二: 休息,"星期三: 11:30 – 14:00, 17:00 – 22:00","星期四: 11:30 – 14:00, 17:00 – 22:00","星期五: 11:30 – 14:00, 17:00 – 22:00","星期六: 11:30 – 14:00, 17:00 – 22:00","星期日: 11:30 – 14:00, 17:00 – 21:00",FALSE,https://maps.google.com/?cid=17784600101090889227,2,,,,,,0,,0
72,半島牛肉麵,110台灣台北市信義區忠孝東路五段215巷23號,4.7,6175,25.0419245,121.5702911,+886 2 2767 5085,星期一: 10:30 – 21:30,星期二: 10:30 – 21:30,星期三: 10:30 – 21:30,星期四: 10:30 – 21:30,星期五: 10:30 – 21:30,星期六: 10:30 – 21:30,星期日: 10:30 – 21:30,,https://maps.google.com/?cid=16673720678028578043,2,, 半島牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d15180243-Reviews-Ban_Dao_Beef_Noodle-Xinyi_District_Taipei.html,110 台灣 信義區台北 忠孝东路五段215巷23号 1楼,+886 2 2767 5085,0,印度料理,0
