,Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url_googlemap,Price_level,name,url_tripadvisor,address,phone,rating_trip,type,user_number_trip
42,梅子鰻蒲燒專賣店 Umeko Japanese Unagi Restaurant,10491台灣台北市中山區林森北路107巷8號,4.5,2248,25.0501842,121.5253369,+886 2 2521 2813,星期一: 休息,"星期二: 11:30 – 14:00, 17:30 – 00:00","星期三: 11:30 – 14:00, 17:30 – 00:00","星期四: 11:30 – 14:00, 17:30 – 00:00","星期五: 11:30 – 14:00, 17:30 – 00:00","星期六: 11:30 – 14:00, 17:30 – 00:00","星期日: 11:30 – 14:00, 17:30 – 22:00",TRUE,https://maps.google.com/?cid=11836474011548263307,2, 梅子鰻蒲燒屋日本料理,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d13837128-Reviews-Umeko_Japanese_Unagi_House-Taipei.html,10491 台灣 台北 林森北路107巷8号,+886 2 2521 2813,5,中式料理亞洲料理台灣小吃/台菜,349
44,定食8-南門店,100台灣台北市中正區林森南路142號2樓,4,1896,25.0332444,121.5181789,+886 2 2356 3608,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=6315682316351540976,2, 定食8 - 林森南路,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6145082-Reviews-Teishoku_8_Sushi_Express_Linsen_South-Zhongzheng_District_Taipei.html,台灣 中正區台北 中正区林森南路142号2楼,+886 2 2356 3608,4,中式料理,23
45,"J.W. Teres, the Bulgarian Restaurant",10669台灣台北市大安區四維路208巷4號,4.2,89,25.0262748,121.5477114,+886 2 2755 0660,星期一: 18:00 – 22:30,星期二: 18:00 – 22:30,星期三: 18:00 – 22:30,星期四: 18:00 – 22:30,星期五: 18:00 – 22:30,星期六: 18:00 – 22:30,星期日: 休息,TRUE,https://maps.google.com/?cid=17503268957195416087,3," ""王"" 保加利亞餐廳",https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d3663084-Reviews-J_W_Teres_The_Bulgarian_Restaurant-Taipei.html,106 台灣 台北 四维路208巷4号 1楼,+886 2 2755 0660,4.5,泰式料理,165
46,泰集 微風信義店,110台灣台北市信義區忠孝東路五段68號4樓,4.4,2377,25.0405044,121.5668964,+886 2 2722 8618,"星期一: 11:30 – 14:30, 17:30 – 21:30","星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,https://maps.google.com/?cid=5862600344220652152,3, 泰集 Thai Bazaar (微風信義店),https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d10282102-Reviews-Thai_Bazaar-Xinyi_District_Taipei.html,台灣 信義區台北 信义区忠孝东路五段 68 号 4 楼 微风信义店,+886 2 2722 8618,4,美式料理亞洲料理台灣小吃/台菜,248
47,KiKi餐廳(信義誠品店),110台灣台北市信義區松高路11號誠品生活商場 4樓,4.2,2241,25.039664,121.5657554,+886 2 2722 0388,"星期一: 11:00 – 15:00, 17:15 – 22:00","星期二: 11:00 – 15:00, 17:15 – 22:00","星期三: 11:00 – 15:00, 17:15 – 22:00","星期四: 11:00 – 15:00, 17:15 – 22:00","星期五: 11:00 – 15:00, 17:15 – 23:00","星期六: 11:00 – 15:00, 17:15 – 23:00","星期日: 11:00 – 15:00, 17:15 – 22:00",TRUE,https://maps.google.com/?cid=15238668193543725633,2, KiKi 誠品信義店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d3245863-Reviews-KiKi_Eslite_XinYi_Branch-Xinyi_District_Taipei.html,110 台灣 信義區台北 松高路11号 四楼,+886 2 2722 0388,4,義式料理,340
48,1010 Hunan Cuisine Eslite Xinyi Restaurant,110台灣台北市信義區松高路11號6樓,4.2,1073,25.0397197,121.5658739,+886 2 2722 0583,"星期一: 11:00 – 15:00, 17:00 – 21:30","星期二: 11:00 – 15:00, 17:00 – 21:30","星期三: 11:00 – 15:00, 17:00 – 21:30","星期四: 11:00 – 15:00, 17:00 – 21:30","星期五: 11:00 – 15:00, 17:00 – 22:00",星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=5388579362581733461,2, 1010湘-信義誠品店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6133064-Reviews-1010_Hunan_Cuisine_Sinyi_Eslite_Store-Xinyi_District_Taipei.html,110 台灣 信義區台北 松高路11号 6f,+886 2 2722 0583,4.5,印度料理亞洲料理提供素食選擇,185
49,清真中國牛肉麵食館,110台灣台北市信義區松高路12號新光三越B2,4,513,25.0377275,121.5669572,+886 2 2722 2646,星期一: 11:30 – 21:30,星期二: 11:30 – 21:30,星期三: 11:30 – 21:30,星期四: 11:30 – 21:30,星期五: 11:30 – 22:00,星期六: 11:30 – 21:30,星期日: 11:30 – 21:30,,https://maps.google.com/?cid=11304083719847439761,2, 清真中國牛肉麵食館,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d13813962-Reviews-HALAL_Chinese_Beef_Noodle_Restaurant-Taipei.html,110 台灣 台北 信义区松高路12号,+886 2 2722 2646,4.5,墨西哥料理酒吧異國風味,28
50,粵亮廣式料理-台北六福萬怡酒店,115台灣台北市南港區忠孝東路七段359號,4.2,1433,25.0524855,121.6065925,+886 2 6615 6528,"星期一: 11:30 – 14:00, 17:30 – 21:30","星期二: 11:30 – 14:00, 17:30 – 21:30","星期三: 11:30 – 14:00, 17:30 – 21:30","星期四: 11:30 – 14:00, 17:30 – 21:30","星期五: 11:30 – 14:00, 17:30 – 21:30","星期六: 11:30 – 14:00, 17:30 – 21:30","星期日: 11:30 – 14:00, 17:30 – 21:30",,https://maps.google.com/?cid=5304096667606712737,3, 粵亮廣式料理-台北六福萬怡酒店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d10680518-Reviews-Moonlight_Cantonese_Restaurant_COURTYARD_TAIPEI-Nangang_Taipei.html,11561 台灣 南港台北 南港区忠孝东路七段359号8楼,+886 2 6615 6528,5,義式料理咖啡廳亞洲料理,409
51,太和殿鴛鴦麻辣火鍋,106台灣台北市大安區信義路四段315號,4.4,4915,25.0332528,121.5560174,+886 2 2705 0909,星期一: 12:00 – 00:00,星期二: 12:00 – 00:00,星期三: 12:00 – 00:00,星期四: 12:00 – 00:00,星期五: 12:00 – 00:00,星期六: 12:00 – 00:00,星期日: 12:00 – 00:00,FALSE,https://maps.google.com/?cid=3547852647789781249,3, 太和殿鴛鴦麻辣火鍋信義路店,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d1156716-Reviews-Tai_Ho_Dian_Hotpot_Xinyi_Rd-Da_an_Taipei.html,台灣 大安台北 大安区信义路四段315号,+886 2 2705 0909,4,義式料理咖啡廳亞洲料理,155
53,赤門居酒屋,110台灣台北市信義區松隆路８號,4.2,590,25.0431471,121.5665582,+886 2 2767 6817,星期一: 18:00 – 00:00,星期二: 18:00 – 00:00,星期三: 18:00 – 00:00,星期四: 18:00 – 00:00,星期五: 18:00 – 00:00,星期六: 18:00 – 00:00,星期日: 18:00 – 00:00,,https://maps.google.com/?cid=2231209328904500598,2, 赤門居酒屋,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6143075-Reviews-Chi_Men_Ju_Jiu_Wu-Xinyi_District_Taipei.html,"台灣 信義區台北 No. 8, Songlong Rd., Xinyi Dist",+886 2 2767 6817,4,義式料理法式料理現代創意料理,3
54,半島牛肉麵,110台灣台北市信義區忠孝東路五段215巷23號,4.7,6175,25.0419245,121.5702911,+886 2 2767 5085,星期一: 10:30 – 21:30,星期二: 10:30 – 21:30,星期三: 10:30 – 21:30,星期四: 10:30 – 21:30,星期五: 10:30 – 21:30,星期六: 10:30 – 21:30,星期日: 10:30 – 21:30,,https://maps.google.com/?cid=16673720678028578043,2, 半島牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d15180243-Reviews-Ban_Dao_Beef_Noodle-Xinyi_District_Taipei.html,110 台灣 信義區台北 忠孝东路五段215巷23号 1楼,+886 2 2767 5085,,印度料理,0
55,Snail 蝸牛義大利餐廳 敦南店,106台灣台北市大安區敦化南路二段81巷49號,4.6,3448,25.030032,121.5506455,+886 2 2709 3536,"星期一: 11:30 – 14:30, 17:30 – 21:30","星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,https://maps.google.com/?cid=14034424167322866372,2, 蝸牛義大利餐廳-敦南店,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d7691473-Reviews-Gua_niu_yi_da_li_can_ting_dun_nan_dian-Da_an_Taipei.html,"台灣 大安台北 No. 49, Lane 81, Section 2, Dunhua South Road, Da’an Dist.",+886 2 2709 3536,4,日式料理,62
57,貓空龍門客棧,116台灣台北市文山區指南路三段38巷22之2號,3.9,2836,24.9672139,121.5868528,+886 2 2939 8865,星期一: 11:00 – 22:00,星期二: 休息,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,https://maps.google.com/?cid=8720050366707161986,2, 龍門客棧,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d6148859-Reviews-Longmen_Restaurant-Wenshan_Taipei.html,116 台灣 文山台北 文山区指南路三段38巷22之2号,+886 2 2939 8865,3.5,美式料理異國風味燒烤,47
58,俄羅斯城堡,106台灣台北市大安區羅斯福路三段333巷14號,4.2,1508,25.017511,121.5325407,+886 2 8369 5899,"星期一: 12:00 – 15:00, 17:00 – 21:30","星期二: 12:00 – 15:00, 17:00 – 21:30","星期三: 12:00 – 15:00, 17:00 – 21:30","星期四: 12:00 – 15:00, 17:00 – 21:30","星期五: 12:00 – 15:00, 17:00 – 21:30","星期六: 12:00 – 15:00, 17:00 – 21:30","星期日: 12:00 – 15:00, 17:00 – 21:30",,https://maps.google.com/?cid=3828072599997231371,2, 俄羅斯城堡,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d14087567-Reviews-Russian_Castle-Da_an_Taipei.html,106 台灣 大安台北 罗斯福路三段333巷14号,+886 2 8369 5899,4,日式料理提供素食選擇提供純素選擇,5
59,首爾之家,100台灣台北市中正區羅斯福路三段244巷10弄14號,4,938,25.0159805,121.5313803,+886 2 2368 1900,星期一: 17:00 – 21:30,星期二: 17:00 – 21:30,星期三: 17:00 – 21:30,星期四: 17:00 – 21:30,星期五: 17:00 – 21:30,"星期六: 11:00 – 14:30, 17:00 – 21:30","星期日: 11:00 – 14:30, 17:00 – 21:30",,https://maps.google.com/?cid=8359772196309480364,2, 中正區羅斯福路三段244巷10弄14號,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d13442025-Reviews-Seoul_House_Restaurant-Taipei.html,100 台灣 台北 中正区罗斯福路三段244巷10弄14号,+886 2 2368 1900,4,酒吧多國料理晚餐,1
60,Focoso Taipei,106台灣台北市大安區通化街170巷11號,4.5,416,25.028212,121.5527575,+886 2 2732 9022,星期一: 休息,星期二: 休息,星期三: 18:00 – 22:30,星期四: 18:00 – 22:30,星期五: 18:00 – 22:30,星期六: 18:00 – 22:30,星期日: 18:00 – 22:30,TRUE,https://maps.google.com/?cid=17827046822794094103,3, Fo.Co.So Taipei,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d14396786-Reviews-Fo_Co_So_Taipei-Da_an_Taipei.html,106 台灣 大安台北 通化街170巷11-1号,+886 2 2732 9022,4.5,泰式料理,4
61,新卡莎素食西餐廳,100台灣台北市中正區羅斯福路四段52巷1號1樓,4.3,504,25.0147648,121.5334323,+886 2 2365 3339,"星期一: 11:30 – 14:30, 17:00 – 21:30",星期二: 休息,"星期三: 11:30 – 14:30, 17:00 – 21:30",星期四: 11:30 – 21:30,星期五: 11:30 – 21:30,星期六: 11:30 – 21:30,星期日: 11:30 – 21:30,TRUE,https://maps.google.com/?cid=8159145809265422594,2, 新卡莎素食西餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6142309-Reviews-Xin_Ka_Sha_Western_Vegetarian_Restaurant-Zhongzheng_District_Taipei.html,100 台灣 中正區台北 罗斯福路四段52巷1号 1楼,+886 2 2365 3339,5,泰式料理,1
62,樂氣串燒居酒屋,106台灣台北市大安區通化街19巷3號,4.8,1315,25.031721,121.554587,+886 2 2700 9425,星期一: 休息,星期二: 17:30 – 00:00,星期三: 17:30 – 00:00,星期四: 17:30 – 00:00,星期五: 17:30 – 01:00,星期六: 17:30 – 01:00,星期日: 17:30 – 00:00,,https://maps.google.com/?cid=16021091069053378696,, 日本食堂,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6146244-Reviews-Ri_Ben_Shi_Tang_Japanese_Restaurant-Da_an_Taipei.html,"台灣 大安台北 No. 3, Ln. 19, Tonghua St., Daan Dist",+886 2 2700 9425,,中式料理亞洲料理提供素食選擇,0
63,錢都日式涮涮鍋-台北師大店 CHIEN TU HOT POT,106台灣台北市大安區羅斯福路三段95號,4.3,2378,25.0225279,121.5264274,+886 2 2364 1565,星期一: 11:00 – 02:00,星期二: 11:00 – 02:00,星期三: 11:00 – 02:00,星期四: 11:00 – 02:00,星期五: 11:00 – 02:00,星期六: 11:00 – 02:00,星期日: 11:00 – 02:00,TRUE,https://maps.google.com/?cid=7602393276133039147,2, 錢都涮涮鍋,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d9767001-Reviews-Cash_City_Shabu_Shabu-Da_an_Taipei.html,106 台灣 大安台北 羅斯福路三段95號 師大店,+886 2 2364 1565,4,義式料理酒吧,16
64,紅蜻蜓食事處,106台灣台北市大安區永康街35之1號,3.8,547,25.0308284,121.5295899,+886 2 2343 2222,星期一: 17:00 – 23:30,星期二: 17:00 – 23:30,星期三: 17:00 – 23:30,星期四: 17:00 – 23:30,星期五: 17:00 – 23:30,星期六: 17:00 – 23:30,星期日: 17:00 – 23:30,,https://maps.google.com/?cid=9653288274823762898,2, 紅蜻蜓食事處,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d18545408-Reviews-Akatombo_Restaurant-Da_an_Taipei.html,106 台灣 大安台北 永康街35号之1,+886 2 2343 2222,3,非洲料理摩洛哥料理地中海料理,1
66,大戶屋大安店,106台灣台北市大安區復興南路一段323號B1,4,880,25.0336797,121.5438918,+886 2 8978 2668,"星期一: 11:00 – 15:00, 17:00 – 22:00","星期二: 11:00 – 15:00, 17:00 – 22:00","星期三: 11:00 – 15:00, 17:00 – 22:00","星期四: 11:00 – 15:00, 17:00 – 22:00","星期五: 11:00 – 15:00, 17:00 – 22:00",星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,https://maps.google.com/?cid=14699238556397065287,2, 大戶屋-大安店,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d10682083-Reviews-Ootoya_Da_an-Da_an_Taipei.html,106 台灣 大安台北 复兴南路一段323号 B1,+886 2 8978 2668,4,"午餐, 晚餐",7
67,卡帛素食烘培‧義式廚房‧港式餐點 總店,106台灣台北市大安區復興南路二段308巷5號,4.2,1138,25.0236612,121.542976,+886 2 2733 6819,星期一: 08:00 – 21:30,星期二: 08:00 – 21:30,星期三: 08:00 – 21:30,星期四: 08:00 – 21:30,星期五: 08:00 – 21:30,星期六: 08:00 – 21:30,星期日: 08:00 – 21:30,TRUE,https://maps.google.com/?cid=12356277731150706959,2, 卡帛咖啡素食烘焙坊,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d4137835-Reviews-Kapok_Coffee_Bakery_Restaurant-Da_an_Taipei.html,台灣 大安台北 大安区复兴南路二段308巷5号,+886 2 2733 6819,4,提供素食選擇,12
68,今日壽司店,106台灣台北市大安區臨江街106之2號,3.7,876,25.0299856,121.5547344,+886 2 2736 9561,星期一: 休息,星期二: 17:00 – 23:00,星期三: 17:00 – 23:00,星期四: 17:00 – 23:00,星期五: 17:00 – 23:00,星期六: 17:00 – 23:00,星期日: 17:00 – 23:00,,https://maps.google.com/?cid=548539202442050160,1, 今日壽司店,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6140047-Reviews-Jin_Ri_Shusi_Shop-Da_an_Taipei.html,"台灣 大安台北 No. 106, Linjiang St., Daan Dist",+886 2 2736 9561,4.5,"壽司, 亞洲料理, 台灣小吃/台菜",13
69,四哥的店,116台灣台北市文山區指南路三段38巷33-1號2F,4.1,1630,24.9671564,121.5907471,+886 2 2939 2832,星期一: 11:30 – 22:00,星期二: 11:30 – 22:00,星期三: 11:30 – 22:00,星期四: 11:30 – 22:00,星期五: 11:30 – 22:00,星期六: 11:30 – 22:00,星期日: 11:30 – 22:00,,https://maps.google.com/?cid=9819985320901950056,2, 四哥的店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d6140579-Reviews-Si_Ge_de_Dian_Tea_Retaurant-Wenshan_Taipei.html,台灣 文山台北 指南路三段38巷33-1号,+886 2 2939 2832,4,"午餐, 晚餐",49
71,樂麵屋 永康店,106台灣台北市大安區永康街10巷7號,4.2,2096,25.0320601,121.529195,+886 2 2395 1787,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:30",星期六: 11:30 – 21:30,星期日: 11:30 – 21:00,,https://maps.google.com/?cid=63262380249903786,2, 樂麵屋,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6150462-Reviews-Le_Mian_Wu-Da_an_Taipei.html,"台灣 大安台北 1-7, Lane 10, Yongkang St",+886 2 2395 1787,4.5,"日式料理, 湯品",152
72,浙寧芳家餐廳,106台灣台北市大安區信義路四段136號,4.1,563,25.0330459,121.5499104,+886 2 2754 1658,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:30 – 14:00, 17:30 – 21:00","星期日: 11:30 – 14:00, 17:30 – 21:00",,https://maps.google.com/?cid=382458648425919973,2, 浙寧芳家餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6150632-Reviews-Zhe_Ning_Fang_Jia_Restaurant-Da_an_Taipei.html,"台灣 大安台北 No. 136, Sec. 4, Xinyi Rd., Daan Dist",+886 2 2754 1658,4.5,中式料理,5
73,韓庭州韓國料理,106台灣台北市大安區溫州街87號,3.8,1368,25.019137,121.53294,+886 2 8369 1302,"星期一: 11:00 – 14:00, 17:00 – 20:45","星期二: 11:00 – 14:00, 17:00 – 20:45","星期三: 11:00 – 14:00, 17:00 – 20:45","星期四: 11:00 – 14:00, 17:00 – 20:45","星期五: 11:00 – 14:00, 17:00 – 20:45","星期六: 11:00 – 14:00, 17:00 – 20:45","星期日: 11:00 – 14:00, 17:00 – 20:45",,https://maps.google.com/?cid=7922754500540331015,2, 韓庭州,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6137155-Reviews-Han_Ting_Zhou-Da_an_Taipei.html,"台灣 大安台北 No. 87, Wenzhou St., Daan Dist",+886 2 8369 1302,3.5,"亞洲料理, 韓式料理",7
74,林家牛肉麵,110台灣台北市信義區吳興街281巷9號,4,1502,25.0265404,121.5645573,+886 922 163 609,星期一: 11:30 – 20:30,星期二: 11:30 – 20:30,星期三: 11:30 – 20:30,星期四: 11:30 – 20:30,星期五: 11:30 – 20:30,星期六: 11:30 – 20:30,星期日: 休息,,https://maps.google.com/?cid=6962381572011683620,2, 林家牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6148940-Reviews-Lin_Jia_Beef_Noodles-Xinyi_District_Taipei.html,"台灣 信義區台北 No. 9, Ln. 281, Wuxing St., Xinyi Dist",+886 922 163 609,4,亞洲料理,15
75,福聚園餐廳,106台灣台北市大安區敦化南路二段63巷53弄6號,4.2,105,25.0311879,121.5514506,+886 2 2700 4807,星期一: 休息,"星期二: 11:30 – 13:30, 17:00 – 20:00","星期三: 11:30 – 13:30, 17:00 – 20:00","星期四: 11:30 – 13:30, 17:00 – 20:00","星期五: 11:30 – 13:30, 17:00 – 20:00","星期六: 11:30 – 13:30, 17:00 – 20:00","星期日: 11:30 – 13:30, 17:00 – 20:00",,https://maps.google.com/?cid=7161400190317370721,, 福聚園餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6147395-Reviews-Fu_Ju_Yuan_Can_Ting-Da_an_Taipei.html,"台灣 大安台北 No. 6, Aly. 53, Ln. 63, Sec. 2, Dunhua S. Rd., Daan Dist",+886 2 2700 4807,3.5,,3
